interface_name,用户注册接口,实际测试结果,{"status":1,"msg":"用户名已经存在"},测试结论,测试失败,
interface_name,用户登录接口,实际测试结果,{"status":0,"msg":"登录成功","data":{"id":31,"username":"meimei","password":null,"email":"meimei@qq.com","phone":"13122222222","question":"喜欢的花","answer":"向日葵","role":0,"createTime":1574653481000,"updateTime":1574653481000}},测试结论,测试失败,
interface_name,检测用户名或者邮件是否有效接口 ,实际测试结果,{"status":0,"msg":"校验成功"},测试结论,测试通过,
interface_name, 忘记密码提示密保接口,实际测试结果,{"status":0,"data":"喜欢的花"},测试结论,测试通过,
interface_name,用户注册接口,实际测试结果,{"status":1,"msg":"用户名已经存在"},测试结论,测试失败,
interface_name,用户登录接口,实际测试结果,{"status":0,"msg":"登录成功","data":{"id":31,"username":"meimei","password":null,"email":"meimei@qq.com","phone":"13122222222","question":"喜欢的花","answer":"向日葵","role":0,"createTime":1574653481000,"updateTime":1574653481000}},测试结论,测试失败,
interface_name,检测用户名或者邮件是否有效接口 ,实际测试结果,{"status":0,"msg":"校验成功"},测试结论,测试通过,
interface_name, 忘记密码提示密保接口,实际测试结果,{"status":0,"data":"喜欢的花"},测试结论,测试通过,
interface_name,用户注册接口,实际测试结果,{"status":1,"msg":"用户名已经存在"},测试结论,测试失败,
interface_name,用户登录接口,实际测试结果,{"status":0,"msg":"登录成功","data":{"id":31,"username":"meimei","password":null,"email":"meimei@qq.com","phone":"13122222222","question":"喜欢的花","answer":"向日葵","role":0,"createTime":1574653481000,"updateTime":1574653481000}},测试结论,测试失败,
interface_name,检测用户名或者邮件是否有效接口 ,实际测试结果,{"status":0,"msg":"校验成功"},测试结论,测试通过,
interface_name, 忘记密码提示密保接口,实际测试结果,{"status":0,"data":"喜欢的花"},测试结论,测试通过,
interface_name,用户注册接口,实际测试结果,{"status":1,"msg":"用户名已经存在"},测试结论,测试失败,
interface_name,用户登录接口,实际测试结果,{"status":0,"msg":"登录成功","data":{"id":31,"username":"meimei","password":null,"email":"meimei@qq.com","phone":"13122222222","question":"喜欢的花","answer":"向日葵","role":0,"createTime":1574653481000,"updateTime":1574653481000}},测试结论,测试失败,
interface_name,检测用户名或者邮件是否有效接口 ,实际测试结果,{"status":0,"msg":"校验成功"},测试结论,测试通过,
interface_name, 忘记密码提示密保接口,实际测试结果,{"status":0,"data":"喜欢的花"},测试结论,测试通过,
